competencia,uf,tipo_estabelecimento,natureza_juridica,qtd_estabelecimentos
2018-04,SP,SADT,Filantr<c3><b3>pico,1030
2018-04,RJ,SADT,Filantr<c3><b3>pico,409
2018-04,MG,SADT,Filantr<c3><b3>pico,456
2018-04,BA,SADT,Filantr<c3><b3>pico,319
2018-04,RS,SADT,Filantr<c3><b3>pico,274
2018-04,BR,SADT,Privado,6199
2018-04,SP,SADT,Privado,1386
2018-04,RJ,SADT,Privado,569
2018-04,MG,SADT,Privado,646
2018-04,BA,SADT,Privado,446
2018-04,RS,SADT,Privado,378
2018-07,BR,SADT,P<c3><ba>blico,7259
2018-07,SP,SADT,P<c3><ba>blico,1567
2018-07,RJ,SADT,P<c3><ba>blico,658
2018-07,MG,SADT,P<c3><ba>blico,726
2018-07,BA,SADT,P<c3><ba>blico,518
2018-07,RS,SADT,P<c3><ba>blico,432
2018-07,BR,SADT,Filantr<c3><b3>pico,4528
2018-07,SP,SADT,Filantr<c3><b3>pico,992
2018-07,RJ,SADT,Filantr<c3><b3>pico,418
2018-07,MG,SADT,Filantr<c3><b3>pico,455
2018-07,BA,SADT,Filantr<c3><b3>pico,316
2018-07,RS,SADT,Filantr<c3><b3>pico,282
2018-07,BR,SADT,Privado,6317
2018-07,SP,SADT,Privado,1429
2018-07,RJ,SADT,Privado,560
2018-07,MG,SADT,Privado,632
2018-07,BA,SADT,Privado,434
2018-07,RS,SADT,Privado,380
2018-10,BR,SADT,P<c3><ba>blico,7280
2018-10,SP,SADT,P<c3><ba>blico,1613
2018-10,RJ,SADT,P<c3><ba>blico,659
2018-10,MG,SADT,P<c3><ba>blico,724
2018-10,BA,SADT,P<c3><ba>blico,508
2018-10,RS,SADT,P<c3><ba>blico,438
2018-10,BR,SADT,Filantr<c3><b3>pico,4517
2018-10,SP,SADT,Filantr<c3><b3>pico,981
2018-10,RJ,SADT,Filantr<c3><b3>pico,417
2018-10,MG,SADT,Filantr<c3><b3>pico,453
2018-10,BA,SADT,Filantr<c3><b3>pico,319
2018-10,RS,SADT,Filantr<c3><b3>pico,272
2018-10,BR,SADT,Privado,6356
2018-10,SP,SADT,Privado,1432
2018-10,RJ,SADT,Privado,564
2018-10,MG,SADT,Privado,638
2018-10,BA,SADT,Privado,450
2018-10,RS,SADT,Privado,380
2019-01,BR,SADT,P<c3><ba>blico,7258
2019-01,SP,SADT,P<c3><ba>blico,1573
2019-01,RJ,SADT,P<c3><ba>blico,657
2019-01,MG,SADT,P<c3><ba>blico,743
2019-01,BA,SADT,P<c3><ba>blico,518
2019-01,RS,SADT,P<c3><ba>blico,434
2019-01,BR,SADT,Filantr<c3><b3>pico,4529
2019-01,SP,SADT,Filantr<c3><b3>pico,1012
2019-01,RJ,SADT,Filantr<c3><b3>pico,420
2019-01,MG,SADT,Filantr<c3><b3>pico,469
2019-01,BA,SADT,Filantr<c3><b3>pico,320
2019-01,RS,SADT,Filantr<c3><b3>pico,271
2019-01,BR,SADT,Privado,6443
2019-01,SP,SADT,Privado,1372
2019-01,RJ,SADT,Privado,581
2019-01,MG,SADT,Privado,616
2019-01,BA,SADT,Privado,446
2019-01,RS,SADT,Privado,386
2019-04,BR,SADT,P<c3><ba>blico,7076
2019-04,SP,SADT,P<c3><ba>blico,1605
2019-04,RJ,SADT,P<c3><ba>blico,667
2019-04,MG,SADT,P<c3><ba>blico,723
2019-04,BA,SADT,P<c3><ba>blico,516
2019-04,RS,SADT,P<c3><ba>blico,440
2019-04,BR,SADT,Filantr<c3><b3>pico,4633
2019-04,SP,SADT,Filantr<c3><b3>pico,1010
2019-04,RJ,SADT,Filantr<c3><b3>pico,414
2019-04,MG,SADT,Filantr<c3><b3>pico,472
2019-04,BA,SADT,Filantr<c3><b3>pico,319
2019-04,RS,SADT,Filantr<c3><b3>pico,271
2019-04,BR,SADT,Privado,6389
2019-04,SP,SADT,Privado,1409
2019-04,RJ,SADT,Privado,572
2019-04,MG,SADT,Privado,638
2019-04,BA,SADT,Privado,444
2019-04,RS,SADT,Privado,387
2019-07,BR,SADT,P<c3><ba>blico,7344
2019-07,SP,SADT,P<c3><ba>blico,1588
2019-07,RJ,SADT,P<c3><ba>blico,679
2019-07,MG,SADT,P<c3><ba>blico,742
2019-07,BA,SADT,P<c3><ba>blico,516
2019-07,RS,SADT,P<c3><ba>blico,434
2019-07,BR,SADT,Filantr<c3><b3>pico,4708
2019-07,SP,SADT,Filantr<c3><b3>pico,1007
2019-07,RJ,SADT,Filantr<c3><b3>pico,422
2019-07,MG,SADT,Filantr<c3><b3>pico,460
2019-07,BA,SADT,Filantr<c3><b3>pico,327
2019-07,RS,SADT,Filantr<c3><b3>pico,278
2019-07,BR,SADT,Privado,6594
2019-07,SP,SADT,Privado,1423
2019-07,RJ,SADT,Privado,585
2019-07,MG,SADT,Privado,633
2019-07,BA,SADT,Privado,453
2019-07,RS,SADT,Privado,399
2019-10,BR,SADT,P<c3><ba>blico,7358
2019-10,SP,SADT,P<c3><ba>blico,1647
2019-10,RJ,SADT,P<c3><ba>blico,653
2019-10,MG,SADT,P<c3><ba>blico,733
2019-10,BA,SADT,P<c3><ba>blico,521
2019-10,RS,SADT,P<c3><ba>blico,459
2019-10,BR,SADT,Filantr<c3><b3>pico,4713
2019-10,SP,SADT,Filantr<c3><b3>pico,1016
2019-10,RJ,SADT,Filantr<c3><b3>pico,416
2019-10,MG,SADT,Filantr<c3><b3>pico,466
2019-10,BA,SADT,Filantr<c3><b3>pico,327
2019-10,RS,SADT,Filantr<c3><b3>pico,281
2019-10,BR,SADT,Privado,6391
2019-10,SP,SADT,Privado,1414
2019-10,RJ,SADT,Privado,588
2019-10,MG,SADT,Privado,652
2019-10,BA,SADT,Privado,450
2019-10,RS,SADT,Privado,389
2020-01,BR,SADT,P<c3><ba>blico,7392
2020-01,SP,SADT,P<c3><ba>blico,1602
2020-01,RJ,SADT,P<c3><ba>blico,671
2020-01,MG,SADT,P<c3><ba>blico,753
2020-01,BA,SADT,P<c3><ba>blico,531
2020-01,RS,SADT,P<c3><ba>blico,450
2020-01,BR,SADT,Filantr<c3><b3>pico,4668
2020-01,SP,SADT,Filantr<c3><b3>pico,1026
2020-01,RJ,SADT,Filantr<c3><b3>pico,404
2020-01,MG,SADT,Filantr<c3><b3>pico,458
2020-01,BA,SADT,Filantr<c3><b3>pico,319
2020-01,RS,SADT,Filantr<c3><b3>pico,275
2020-01,BR,SADT,Privado,6324
2020-01,SP,SADT,Privado,1423
2020-01,RJ,SADT,Privado,578
2020-01,MG,SADT,Privado,656
2020-01,BA,SADT,Privado,459
2020-01,RS,SADT,Privado,383
2020-04,BR,SADT,P<c3><ba>blico,7233
2020-04,SP,SADT,P<c3><ba>blico,1667
2020-04,RJ,SADT,P<c3><ba>blico,669
2020-04,MG,SADT,P<c3><ba>blico,763
2020-04,BA,SADT,P<c3><ba>blico,523
2020-04,RS,SADT,P<c3><ba>blico,459
2020-04,BR,SADT,Filantr<c3><b3>pico,4753
2020-04,SP,SADT,Filantr<c3><b3>pico,1044
2020-04,RJ,SADT,Filantr<c3><b3>pico,423
2020-04,MG,SADT,Filantr<c3><b3>pico,471
2020-04,BA,SADT,Filantr<c3><b3>pico,327
2020-04,RS,SADT,Filantr<c3><b3>pico,283
2020-04,BR,SADT,Privado,6603
2020-04,SP,SADT,Privado,1412
2020-04,RJ,SADT,Privado,577
2020-04,MG,SADT,Privado,651
2020-04,BA,SADT,Privado,451
2020-04,RS,SADT,Privado,390
2020-07,BR,SADT,P<c3><ba>blico,7581
2020-07,SP,SADT,P<c3><ba>blico,1670
2020-07,RJ,SADT,P<c3><ba>blico,662
2020-07,MG,SADT,P<c3><ba>blico,741
2020-07,BA,SADT,P<c3><ba>blico,523
2020-07,RS,SADT,P<c3><ba>blico,451
2020-07,BR,SADT,Filantr<c3><b3>pico,4646
2020-07,SP,SADT,Filantr<c3><b3>pico,1022
2020-07,RJ,SADT,Filantr<c3><b3>pico,423
2020-07,MG,SADT,Filantr<c3><b3>pico,479
2020-07,BA,SADT,Filantr<c3><b3>pico,327
2020-07,RS,SADT,Filantr<c3><b3>pico,282
2020-07,BR,SADT,Privado,6538
2020-07,SP,SADT,Privado,1446
2020-07,RJ,SADT,Privado,575
2020-07,MG,SADT,Privado,667
2020-07,BA,SADT,Privado,442
2020-07,RS,SADT,Privado,392
2020-10,BR,SADT,P<c3><ba>blico,7599
2020-10,SP,SADT,P<c3><ba>blico,1597
2020-10,RJ,SADT,P<c3><ba>blico,663
2020-10,MG,SADT,P<c3><ba>blico,743
2020-10,BA,SADT,P<c3><ba>blico,535
2020-10,RS,SADT,P<c3><ba>blico,455
2020-10,BR,SADT,Filantr<c3><b3>pico,4676
2020-10,SP,SADT,Filantr<c3><b3>pico,1031
2020-10,RJ,SADT,Filantr<c3><b3>pico,427
2020-10,MG,SADT,Filantr<c3><b3>pico,457
2020-10,BA,SADT,Filantr<c3><b3>pico,322
2020-10,RS,SADT,Filantr<c3><b3>pico,276
2020-10,BR,SADT,Privado,6656
2020-10,SP,SADT,Privado,1454
2020-10,RJ,SADT,Privado,588
2020-10,MG,SADT,Privado,656
2020-10,BA,SADT,Privado,450
2020-10,RS,SADT,Privado,390
2021-01,BR,SADT,P<c3><ba>blico,7434
2021-01,SP,SADT,P<c3><ba>blico,1648
2021-01,RJ,SADT,P<c3><ba>blico,690
2021-01,MG,SADT,P<c3><ba>blico,730
2021-01,BA,SADT,P<c3><ba>blico,535
2021-01,RS,SADT,P<c3><ba>blico,455
2021-01,BR,SADT,Filantr<c3><b3>pico,4677
2021-01,SP,SADT,Filantr<c3><b3>pico,1054
2021-01,RJ,SADT,Filantr<c3><b3>pico,424
2021-01,MG,SADT,Filantr<c3><b3>pico,464
2021-01,BA,SADT,Filantr<c3><b3>pico,326
2021-01,RS,SADT,Filantr<c3><b3>pico,286
2021-01,BR,SADT,Privado,6626
2021-01,SP,SADT,Privado,1430
2021-01,RJ,SADT,Privado,591
2021-01,MG,SADT,Privado,663
2021-01,BA,SADT,Privado,465
2021-01,RS,SADT,Privado,402
2021-04,BR,SADT,P<c3><ba>blico,7376
2021-04,SP,SADT,P<c3><ba>blico,1651
2021-04,RJ,SADT,P<c3><ba>blico,685
2021-04,MG,SADT,P<c3><ba>blico,770
2021-04,BA,SADT,P<c3><ba>blico,526
2021-04,RS,SADT,P<c3><ba>blico,459
2021-04,BR,SADT,Filantr<c3><b3>pico,4631
2021-04,SP,SADT,Filantr<c3><b3>pico,1047
2021-04,RJ,SADT,Filantr<c3><b3>pico,425
2021-04,MG,SADT,Filantr<c3><b3>pico,467
2021-04,BA,SADT,Filantr<c3><b3>pico,337
2021-04,RS,SADT,Filantr<c3><b3>pico,284
2021-04,BR,SADT,Privado,6571
2021-04,SP,SADT,Privado,1487
2021-04,RJ,SADT,Privado,591
2021-04,MG,SADT,Privado,660
2021-04,BA,SADT,Privado,459
2021-04,RS,SADT,Privado,390
2021-07,BR,SADT,P<c3><ba>blico,7707
2021-07,SP,SADT,P<c3><ba>blico,1695
2021-07,RJ,SADT,P<c3><ba>blico,681
2021-07,MG,SADT,P<c3><ba>blico,770
2021-07,BA,SADT,P<c3><ba>blico,528
2021-07,RS,SADT,P<c3><ba>blico,459
2021-07,BR,SADT,Filantr<c3><b3>pico,4668
2021-07,SP,SADT,Filantr<c3><b3>pico,1062
2021-07,RJ,SADT,Filantr<c3><b3>pico,427
2021-07,MG,SADT,Filantr<c3><b3>pico,487
2021-07,BA,SADT,Filantr<c3><b3>pico,322
2021-07,RS,SADT,Filantr<c3><b3>pico,281
2021-07,BR,SADT,Privado,6541
2021-07,SP,SADT,Privado,1401
2021-07,RJ,SADT,Privado,588
2021-07,MG,SADT,Privado,655
2021-07,BA,SADT,Privado,466
2021-07,RS,SADT,Privado,389
2021-10,BR,SADT,P<c3><ba>blico,7717
2021-10,SP,SADT,P<c3><ba>blico,1667
2021-10,RJ,SADT,P<c3><ba>blico,695
2021-10,MG,SADT,P<c3><ba>blico,770
2021-10,BA,SADT,P<c3><ba>blico,531
2021-10,RS,SADT,P<c3><ba>blico,470
2021-10,BR,SADT,Filantr<c3><b3>pico,4716
2021-10,SP,SADT,Filantr<c3><b3>pico,1042
2021-10,RJ,SADT,Filantr<c3><b3>pico,444
2021-10,MG,SADT,Filantr<c3><b3>pico,479
2021-10,BA,SADT,Filantr<c3><b3>pico,337
2021-10,RS,SADT,Filantr<c3><b3>pico,284
2021-10,BR,SADT,Privado,6692
2021-10,SP,SADT,Privado,1422
2021-10,RJ,SADT,Privado,573
2021-10,MG,SADT,Privado,679
2021-10,BA,SADT,Privado,457
2021-10,RS,SADT,Privado,392
2022-01,BR,SADT,P<c3><ba>blico,7668
2022-01,SP,SADT,P<c3><ba>blico,1671
2022-01,RJ,SADT,P<c3><ba>blico,685
2022-01,MG,SADT,P<c3><ba>blico,759
2022-01,BA,SADT,P<c3><ba>blico,513
2022-01,RS,SADT,P<c3><ba>blico,460
2022-01,BR,SADT,Filantr<c3><b3>pico,4718
2022-01,SP,SADT,Filantr<c3><b3>pico,1032
2022-01,RJ,SADT,Filantr<c3><b3>pico,422
2022-01,MG,SADT,Filantr<c3><b3>pico,493
2022-01,BA,SADT,Filantr<c3><b3>pico,331
2022-01,RS,SADT,Filantr<c3><b3>pico,293
2022-01,BR,SADT,Privado,6853
2022-01,SP,SADT,Privado,1458
2022-01,RJ,SADT,Privado,605
2022-01,MG,SADT,Privado,658
2022-01,BA,SADT,Privado,460
2022-01,RS,SADT,Privado,410
2022-04,BR,SADT,P<c3><ba>blico,7865
2022-04,SP,SADT,P<c3><ba>blico,1642
2022-04,RJ,SADT,P<c3><ba>blico,687
2022-04,MG,SADT,P<c3><ba>blico,768
2022-04,BA,SADT,P<c3><ba>blico,532
2022-04,RS,SADT,P<c3><ba>blico,462
2022-04,BR,SADT,Filantr<c3><b3>pico,4864
2022-04,SP,SADT,Filantr<c3><b3>pico,1066
2022-04,RJ,SADT,Filantr<c3><b3>pico,424
2022-04,MG,SADT,Filantr<c3><b3>pico,482
2022-04,BA,SADT,Filantr<c3><b3>pico,340
2022-04,RS,SADT,Filantr<c3><b3>pico,284
2022-04,BR,SADT,Privado,6605
2022-04,SP,SADT,Privado,1513
2022-04,RJ,SADT,Privado,602
2022-04,MG,SADT,Privado,685
2022-04,BA,SADT,Privado,468
2022-04,RS,SADT,Privado,395
2022-07,BR,SADT,P<c3><ba>blico,7588
2022-07,SP,SADT,P<c3><ba>blico,1675
2022-07,RJ,SADT,P<c3><ba>blico,687
2022-07,MG,SADT,P<c3><ba>blico,765
2022-07,BA,SADT,P<c3><ba>blico,541
2022-07,RS,SADT,P<c3><ba>blico,464
2022-07,BR,SADT,Filantr<c3><b3>pico,4772
2022-07,SP,SADT,Filantr<c3><b3>pico,1078
2022-07,RJ,SADT,Filantr<c3><b3>pico,429
2022-07,MG,SADT,Filantr<c3><b3>pico,480
2022-07,BA,SADT,Filantr<c3><b3>pico,338
2022-07,RS,SADT,Filantr<c3><b3>pico,290
2022-07,BR,SADT,Privado,6688
2022-07,SP,SADT,Privado,1468
2022-07,RJ,SADT,Privado,595
2022-07,MG,SADT,Privado,675
2022-07,BA,SADT,Privado,462
2022-07,RS,SADT,Privado,398
2022-10,BR,SADT,P<c3><ba>blico,7882
2022-10,SP,SADT,P<c3><ba>blico,1672
2022-10,RJ,SADT,P<c3><ba>blico,690
2022-10,MG,SADT,P<c3><ba>blico,773
2022-10,BA,SADT,P<c3><ba>blico,533
2022-10,RS,SADT,P<c3><ba>blico,464
2022-10,BR,SADT,Filantr<c3><b3>pico,4772
2022-10,SP,SADT,Filantr<c3><b3>pico,1066
2022-10,RJ,SADT,Filantr<c3><b3>pico,432
2022-10,MG,SADT,Filantr<c3><b3>pico,479
2022-10,BA,SADT,Filantr<c3><b3>pico,338
2022-10,RS,SADT,Filantr<c3><b3>pico,286
2022-10,BR,SADT,Privado,6718
2022-10,SP,SADT,Privado,1462
2022-10,RJ,SADT,Privado,605
2022-10,MG,SADT,Privado,675
2022-10,BA,SADT,Privado,473
2022-10,RS,SADT,Privado,400
2023-01,BR,SADT,P<c3><ba>blico,7802
2023-01,SP,SADT,P<c3><ba>blico,1683
2023-01,RJ,SADT,P<c3><ba>blico,684
2023-01,MG,SADT,P<c3><ba>blico,786
2023-01,BA,SADT,P<c3><ba>blico,552
2023-01,RS,SADT,P<c3><ba>blico,476
2023-01,BR,SADT,Filantr<c3><b3>pico,4771
2023-01,SP,SADT,Filantr<c3><b3>pico,1023
2023-01,RJ,SADT,Filantr<c3><b3>pico,436
2023-01,MG,SADT,Filantr<c3><b3>pico,476
2023-01,BA,SADT,Filantr<c3><b3>pico,334
2023-01,RS,SADT,Filantr<c3><b3>pico,284
2023-01,BR,SADT,Privado,6665
2023-01,SP,SADT,Privado,1508
2023-01,RJ,SADT,Privado,606
2023-01,MG,SADT,Privado,669
2023-01,BA,SADT,Privado,480
2023-01,RS,SADT,Privado,406
2023-04,BR,SADT,P<c3><ba>blico,7975
2023-04,SP,SADT,P<c3><ba>blico,1712
2023-04,RJ,SADT,P<c3><ba>blico,702
2023-04,MG,SADT,P<c3><ba>blico,784
2023-04,BA,SADT,P<c3><ba>blico,552
2023-04,RS,SADT,P<c3><ba>blico,460
2023-04,BR,SADT,Filantr<c3><b3>pico,4828
2023-04,SP,SADT,Filantr<c3><b3>pico,1057
2023-04,RJ,SADT,Filantr<c3><b3>pico,435
2023-04,MG,SADT,Filantr<c3><b3>pico,480
2023-04,BA,SADT,Filantr<c3><b3>pico,335
2023-04,RS,SADT,Filantr<c3><b3>pico,285
2023-04,BR,SADT,Privado,6750
2023-04,SP,SADT,Privado,1510
2023-04,RJ,SADT,Privado,604
2023-04,MG,SADT,Privado,673
2023-04,BA,SADT,Privado,484
2023-04,RS,SADT,Privado,394
2023-07,BR,SADT,P<c3><ba>blico,7736
2023-07,SP,SADT,P<c3><ba>blico,1727
2023-07,RJ,SADT,P<c3><ba>blico,706
2023-07,MG,SADT,P<c3><ba>blico,778
2023-07,BA,SADT,P<c3><ba>blico,536
2023-07,RS,SADT,P<c3><ba>blico,474
2023-07,BR,SADT,Filantr<c3><b3>pico,4823
2023-07,SP,SADT,Filantr<c3><b3>pico,1037
2023-07,RJ,SADT,Filantr<c3><b3>pico,438
2023-07,MG,SADT,Filantr<c3><b3>pico,472
2023-07,BA,SADT,Filantr<c3><b3>pico,337
2023-07,RS,SADT,Filantr<c3><b3>pico,290
2023-07,BR,SADT,Privado,6751
2023-07,SP,SADT,Privado,1507
2023-07,RJ,SADT,Privado,609
2023-07,MG,SADT,Privado,666
2023-07,BA,SADT,Privado,476
2023-07,RS,SADT,Privado,413
2023-10,BR,SADT,P<c3><ba>blico,7721
2023-10,SP,SADT,P<c3><ba>blico,1707
2023-10,RJ,SADT,P<c3><ba>blico,706
2023-10,MG,SADT,P<c3><ba>blico,778
2023-10,BA,SADT,P<c3><ba>blico,545
2023-10,RS,SADT,P<c3><ba>blico,470
2023-10,BR,SADT,Filantr<c3><b3>pico,4847
2023-10,SP,SADT,Filantr<c3><b3>pico,1066
2023-10,RJ,SADT,Filantr<c3><b3>pico,446
2023-10,MG,SADT,Filantr<c3><b3>pico,487
2023-10,BA,SADT,Filantr<c3><b3>pico,335
2023-10,RS,SADT,Filantr<c3><b3>pico,296
2023-10,BR,SADT,Privado,6867
2023-10,SP,SADT,Privado,1492
2023-10,RJ,SADT,Privado,621
2023-10,MG,SADT,Privado,696
2023-10,BA,SADT,Privado,485
2023-10,RS,SADT,Privado,413
2024-01,BR,SADT,P<c3><ba>blico,7749
2024-01,SP,SADT,P<c3><ba>blico,1701
2024-01,RJ,SADT,P<c3><ba>blico,715
2024-01,MG,SADT,P<c3><ba>blico,798
2024-01,BA,SADT,P<c3><ba>blico,551
2024-01,RS,SADT,P<c3><ba>blico,478
2024-01,BR,SADT,Filantr<c3><b3>pico,4916
2024-01,SP,SADT,Filantr<c3><b3>pico,1054
2024-01,RJ,SADT,Filantr<c3><b3>pico,440
2024-01,MG,SADT,Filantr<c3><b3>pico,484
2024-01,BA,SADT,Filantr<c3><b3>pico,342
2024-01,RS,SADT,Filantr<c3><b3>pico,290
2024-01,BR,SADT,Privado,7022
2024-01,SP,SADT,Privado,1510
2024-01,RJ,SADT,Privado,617
2024-01,MG,SADT,Privado,692
2024-01,BA,SADT,Privado,480
2024-01,RS,SADT,Privado,400
2024-04,BR,SADT,P<c3><ba>blico,8184
2024-04,SP,SADT,P<c3><ba>blico,1804
2024-04,RJ,SADT,P<c3><ba>blico,738
2024-04,MG,SADT,P<c3><ba>blico,824
2024-04,BA,SADT,P<c3><ba>blico,557
2024-04,RS,SADT,P<c3><ba>blico,485
2024-04,BR,SADT,Filantr<c3><b3>pico,5169
2024-04,SP,SADT,Filantr<c3><b3>pico,1134
2024-04,RJ,SADT,Filantr<c3><b3>pico,461
2024-04,MG,SADT,Filantr<c3><b3>pico,508
2024-04,BA,SADT,Filantr<c3><b3>pico,362
2024-04,RS,SADT,Filantr<c3><b3>pico,316
2024-04,BR,SADT,Privado,7165
2024-04,SP,SADT,Privado,1576
2024-04,RJ,SADT,Privado,638
2024-04,MG,SADT,Privado,720
2024-04,BA,SADT,Privado,513
2024-04,RS,SADT,Privado,437
2024-07,BR,SADT,P<c3><ba>blico,8324
2024-07,SP,SADT,P<c3><ba>blico,1805
2024-07,RJ,SADT,P<c3><ba>blico,750
2024-07,MG,SADT,P<c3><ba>blico,821
2024-07,BA,SADT,P<c3><ba>blico,584
2024-07,RS,SADT,P<c3><ba>blico,501
2024-07,BR,SADT,Filantr<c3><b3>pico,5019
2024-07,SP,SADT,Filantr<c3><b3>pico,1133
2024-07,RJ,SADT,Filantr<c3><b3>pico,455
2024-07,MG,SADT,Filantr<c3><b3>pico,519
2024-07,BA,SADT,Filantr<c3><b3>pico,356
2024-07,RS,SADT,Filantr<c3><b3>pico,311
2024-07,BR,SADT,Privado,7074
2024-07,SP,SADT,Privado,1543
2024-07,RJ,SADT,Privado,641
2024-07,MG,SADT,Privado,730
2024-07,BA,SADT,Privado,510
2024-07,RS,SADT,Privado,423
2024-10,BR,SADT,P<c3><ba>blico,8345
2024-10,SP,SADT,P<c3><ba>blico,1821
2024-10,RJ,SADT,P<c3><ba>blico,743
2024-10,MG,SADT,P<c3><ba>blico,810
2024-10,BA,SADT,P<c3><ba>blico,575
2024-10,RS,SADT,P<c3><ba>blico,488
2024-10,BR,SADT,Filantr<c3><b3>pico,5069
2024-10,SP,SADT,Filantr<c3><b3>pico,1134
2024-10,RJ,SADT,Filantr<c3><b3>pico,451
2024-10,MG,SADT,Filantr<c3><b3>pico,512
2024-10,BA,SADT,Filantr<c3><b3>pico,361
2024-10,RS,SADT,Filantr<c3><b3>pico,300
2024-10,BR,SADT,Privado,7165
2024-10,SP,SADT,Privado,1593
2024-10,RJ,SADT,Privado,645
2024-10,MG,SADT,Privado,722
2024-10,BA,SADT,Privado,504
2024-10,RS,SADT,Privado,425
2025-01,BR,SADT,P<c3><ba>blico,8225
2025-01,SP,SADT,P<c3><ba>blico,1888
2025-01,RJ,SADT,P<c3><ba>blico,752
2025-01,MG,SADT,P<c3><ba>blico,840
2025-01,BA,SADT,P<c3><ba>blico,593
2025-01,RS,SADT,P<c3><ba>blico,511
2025-01,BR,SADT,Filantr<c3><b3>pico,5410
2025-01,SP,SADT,Filantr<c3><b3>pico,1172
2025-01,RJ,SADT,Filantr<c3><b3>pico,473
2025-01,MG,SADT,Filantr<c3><b3>pico,537
2025-01,BA,SADT,Filantr<c3><b3>pico,372
2025-01,RS,SADT,Filantr<c3><b3>pico,315
2025-01,BR,SADT,Privado,7422
2025-01,SP,SADT,Privado,1576
2025-01,RJ,SADT,Privado,674
2025-01,MG,SADT,Privado,734
2025-01,BA,SADT,Privado,520
2025-01,RS,SADT,Privado,449
2025-04,BR,SADT,P<c3><ba>blico,8596
2025-04,SP,SADT,P<c3><ba>blico,1836
2025-04,RJ,SADT,P<c3><ba>blico,755
2025-04,MG,SADT,P<c3><ba>blico,824
2025-04,BA,SADT,P<c3><ba>blico,593
2025-04,RS,SADT,P<c3><ba>blico,505
2025-04,BR,SADT,Filantr<c3><b3>pico,5245
2025-04,SP,SADT,Filantr<c3><b3>pico,1195
2025-04,RJ,SADT,Filantr<c3><b3>pico,483
2025-04,MG,SADT,Filantr<c3><b3>pico,530
2025-04,BA,SADT,Filantr<c3><b3>pico,367
2025-04,RS,SADT,Filantr<c3><b3>pico,317
2025-04,BR,SADT,Privado,7581
2025-04,SP,SADT,Privado,1633
2025-04,RJ,SADT,Privado,673
2025-04,MG,SADT,Privado,750
2025-04,BA,SADT,Privado,513
2025-04,RS,SADT,Privado,441
2025-07,BR,SADT,P<c3><ba>blico,8387
2025-07,SP,SADT,P<c3><ba>blico,1913
2025-07,RJ,SADT,P<c3><ba>blico,760
2025-07,MG,SADT,P<c3><ba>blico,835
2025-07,BA,SADT,P<c3><ba>blico,599
2025-07,RS,SADT,P<c3><ba>blico,511
2025-07,BR,SADT,Filantr<c3><b3>pico,5142
2025-07,SP,SADT,Filantr<c3><b3>pico,1150
2025-07,RJ,SADT,Filantr<c3><b3>pico,469
2025-07,MG,SADT,Filantr<c3><b3>pico,516
2025-07,BA,SADT,Filantr<c3><b3>pico,365
2025-07,RS,SADT,Filantr<c3><b3>pico,313
2025-07,BR,SADT,Privado,7493
2025-07,SP,SADT,Privado,1661
2025-07,RJ,SADT,Privado,656
2025-07,MG,SADT,Privado,760
2025-07,BA,SADT,Privado,524
2025-07,RS,SADT,Privado,461
2018-01,BR,Pronto Socorro,P<c3><ba>blico,341
2018-01,SP,Pronto Socorro,P<c3><ba>blico,72
2018-01,RJ,Pronto Socorro,P<c3><ba>blico,29
2018-01,MG,Pronto Socorro,P<c3><ba>blico,34
2018-01,BA,Pronto Socorro,P<c3><ba>blico,23
2018-01,RS,Pronto Socorro,P<c3><ba>blico,20
2018-01,BR,Pronto Socorro,Filantr<c3><b3>pico,211
2018-01,SP,Pronto Socorro,Filantr<c3><b3>pico,47
2018-01,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2018-01,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2018-01,BA,Pronto Socorro,Filantr<c3><b3>pico,14
2018-01,RS,Pronto Socorro,Filantr<c3><b3>pico,12
2018-01,BR,Pronto Socorro,Privado,304
2018-01,SP,Pronto Socorro,Privado,64
2018-01,RJ,Pronto Socorro,Privado,27
2018-01,MG,Pronto Socorro,Privado,29
2018-01,BA,Pronto Socorro,Privado,20
2018-01,RS,Pronto Socorro,Privado,17
2018-04,BR,Pronto Socorro,P<c3><ba>blico,333
2018-04,SP,Pronto Socorro,P<c3><ba>blico,74
2018-04,RJ,Pronto Socorro,P<c3><ba>blico,30
2018-04,MG,Pronto Socorro,P<c3><ba>blico,34
2018-04,BA,Pronto Socorro,P<c3><ba>blico,23
2018-04,RS,Pronto Socorro,P<c3><ba>blico,20
2018-04,BR,Pronto Socorro,Filantr<c3><b3>pico,210
2018-04,SP,Pronto Socorro,Filantr<c3><b3>pico,47
2018-04,RJ,Pronto Socorro,Filantr<c3><b3>pico,19
2018-04,MG,Pronto Socorro,Filantr<c3><b3>pico,21
2018-04,BA,Pronto Socorro,Filantr<c3><b3>pico,14
2018-04,RS,Pronto Socorro,Filantr<c3><b3>pico,12
2018-04,BR,Pronto Socorro,Privado,301
2018-04,SP,Pronto Socorro,Privado,65
2018-04,RJ,Pronto Socorro,Privado,27
2018-04,MG,Pronto Socorro,Privado,30
2018-04,BA,Pronto Socorro,Privado,20
2018-04,RS,Pronto Socorro,Privado,17
2018-07,BR,Pronto Socorro,P<c3><ba>blico,343
